t, ni, rep, g, s, ph, d, rank, p, fitness, extra, genes, DateTime, mil
00:00:00:00.002, 00:00:00:00.000, 17, 1, 0.5000000, S, 0.00e+00, 0, 0.00000000000000000, 6.40000000000000000e+01, , 0111 1010 0101 1010 0100 1110 1111 1001 1001 1111 1011 0011 0111 0101 1011 1001 0111 1000 1011 1101 1111 1010 0101 1110 1110, Mon Apr 27 20:17:52 CST 2026, 2
00:00:00:00.008, 00:00:00:00.006, 17, 1, 0.1250000, R, 3.10e+01, 3, 0.00000000000000000, 6.50000000000000000e+01, , 0111 1001 0111 1110 0010 1010 0110 1101 1111 1111 1111 1010 1111 1001 0011 1010 1111 1010 0011 1001 1011 1111 0000 1110 1010, Mon Apr 27 20:17:52 CST 2026, 8
00:00:00:00.012, 00:00:00:00.001, 17, 3, 0.2500000, R, 1.50e+01, 2, 0.00000000000000000, 6.60000000000000000e+01, , 0111 1011 0111 1110 0100 1010 1110 1101 1101 1111 1111 1010 1111 0101 0010 1011 0111 1000 1011 1101 1011 1110 0100 1110 1010, Mon Apr 27 20:17:52 CST 2026, 12
00:00:00:00.018, 00:00:00:00.000, 17, 4, 0.2222222, M, 5.10e+01, 6, 0.10810920818378461, 6.70000000000000000e+01, , 1010 1111 0011 0101 1110 0111 0111 1011 0010 1010 1001 1110 1011 1111 1101 0011 0101 1111 0111 1010 0110 1111 0110 1101 1110, Mon Apr 27 20:17:52 CST 2026, 18
00:00:00:00.022, 00:00:00:00.000, 17, 5, 0.2272727, R, 2.70e+01, 3, 0.00000000000000000, 7.20000000000000000e+01, , 1111 1111 0111 0111 1110 0110 1111 1111 1000 1111 1111 1110 1011 1101 1010 1011 0111 1100 1011 1000 1010 1110 0110 1101 1110, Mon Apr 27 20:17:52 CST 2026, 22
00:00:00:00.027, 00:00:00:00.001, 17, 7, 0.2592593, R, 2.10e+01, 3, 0.00000000000000000, 7.50000000000000000e+01, , 0111 1011 0110 1111 1101 0111 1111 1111 1110 1111 1011 1111 1011 1101 1100 1011 0111 1100 1111 1010 1010 1100 1101 1011 1110, Mon Apr 27 20:17:52 CST 2026, 27
00:00:00:00.034, 00:00:00:00.001, 17, 11, 0.3235294, R, 9.00e+00, 2, 0.00000000000000000, 7.60000000000000000e+01, , 1111 1111 0110 1111 1101 0111 1111 1111 1010 1111 1111 1111 1010 1101 1000 1011 0111 1100 1111 1000 1010 1110 1101 1111 1110, Mon Apr 27 20:17:52 CST 2026, 34
00:00:00:00.039, 00:00:00:00.001, 17, 16, 0.4102564, M, 1.00e+00, 2, 0.02511612770301124, 7.70000000000000000e+01, , 1111 1111 0110 1111 1101 0111 1111 1111 1010 1111 1111 1111 1010 1101 1010 1011 0111 1100 1111 1000 1010 1110 1101 1111 1110, Mon Apr 27 20:17:52 CST 2026, 39
00:00:00:00.046, 00:00:00:00.001, 17, 19, 0.4130435, R, 3.00e+00, 5, 0.00000000000000000, 7.80000000000000000e+01, , 1111 1111 0110 1111 1101 0111 1111 1111 1010 1111 1111 1111 1010 1101 1001 1011 0111 1100 1111 1000 1110 1110 1101 1111 1110, Mon Apr 27 20:17:52 CST 2026, 46
00:00:00:00.054, 00:00:00:00.001, 17, 23, 0.4259259, R, 4.00e+00, 3, 0.00000000000000000, 8.00000000000000000e+01, , 1111 1111 0110 1111 1101 0111 1111 1111 1010 1011 1111 1111 1010 1101 1001 1011 0111 1111 1111 1001 1110 1110 1101 1111 1110, Mon Apr 27 20:17:52 CST 2026, 54
00:00:00:00.060, 00:00:00:00.001, 17, 25, 0.4166667, R, 3.00e+00, 3, 0.00000000000000000, 8.10000000000000000e+01, , 1111 1111 0011 1111 1101 0111 1111 1111 1011 1011 1111 1111 1010 1101 1001 1011 0111 1111 1111 1001 1110 1110 1101 1111 1110, Mon Apr 27 20:17:52 CST 2026, 60
00:00:00:00.068, 00:00:00:00.002, 17, 33, 0.4852941, R, 1.00e+00, 2, 0.00000000000000000, 8.20000000000000000e+01, , 1111 1111 1011 1111 1101 0111 1111 1111 1011 1011 1111 1111 1010 1101 1001 1011 0111 1111 1111 1001 1110 1110 1101 1111 1110, Mon Apr 27 20:17:52 CST 2026, 68
00:00:00:00.077, 00:00:00:00.003, 17, 47, 0.6103896, R, 3.00e+00, 3, 0.00000000000000000, 8.30000000000000000e+01, , 1111 1111 1011 1111 1101 0111 1111 1111 1011 1011 1111 1111 0010 1101 1101 1011 0111 1111 1111 1001 1110 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 77
00:00:00:00.081, 00:00:00:00.000, 17, 49, 0.6049383, R, 1.00e+00, 2, 0.00000000000000000, 8.40000000000000000e+01, , 1111 1111 1011 1111 1101 0111 1111 1111 1011 1011 1111 1111 1010 1101 1101 1011 0111 1111 1111 1001 1110 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 81
00:00:00:00.091, 00:00:00:00.005, 17, 72, 0.7912088, M, 1.00e+00, 2, 0.02511612770301124, 8.50000000000000000e+01, , 1111 1111 1011 1111 1101 0111 1111 1111 1011 1011 1111 1111 1010 1101 1101 1011 0111 1111 1111 1001 1111 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 91
00:00:00:00.099, 00:00:00:00.001, 17, 78, 0.7878788, M, 1.00e+00, 1, 0.01000000000000000, 8.60000000000000000e+01, , 1111 1111 1011 1111 1101 0111 1111 1111 1011 1011 1111 1111 1011 1101 1101 1011 0111 1111 1111 1001 1111 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 99
00:00:00:00.107, 00:00:00:00.004, 17, 100, 0.9345794, M, 1.00e+00, 1, 0.01000000000000000, 8.70000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1011 1011 1111 1111 1011 1101 1101 1011 0111 1111 1111 1001 1111 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 107
00:00:00:00.114, 00:00:00:00.000, 17, 103, 0.9035088, R, 1.00e+00, 3, 0.00000000000000000, 8.80000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1011 1111 1111 1111 1011 1101 1101 1011 0111 1111 1111 1001 1111 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 114
00:00:00:00.119, 00:00:00:00.000, 17, 109, 0.9159664, R, 1.00e+00, 5, 0.00000000000000000, 8.90000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1011 1111 1111 1111 1011 1101 1101 1011 0111 1111 1111 1101 1111 1110 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 119
00:00:00:00.126, 00:00:00:00.001, 17, 111, 0.8809524, R, 3.00e+00, 2, 0.00000000000000000, 9.00000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1101 1101 1011 0111 1111 1111 1001 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 126
00:00:00:00.131, 00:00:00:00.000, 17, 113, 0.8625954, R, 1.00e+00, 3, 0.00000000000000000, 9.10000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1101 1101 1011 0111 1111 1111 1101 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 131
00:00:00:00.137, 00:00:00:00.002, 17, 123, 0.8978102, R, 1.00e+00, 7, 0.00000000000000000, 9.20000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1101 1101 1011 0111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 137
00:00:00:00.149, 00:00:00:00.006, 17, 163, 1.0939597, R, 1.00e+00, 2, 0.00000000000000000, 9.30000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1101 1011 0111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 149
00:00:00:00.157, 00:00:00:00.004, 17, 182, 1.1592357, M, 1.00e+00, 2, 0.02511612770301124, 9.40000000000000000e+01, , 1111 1111 1011 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1011 0111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 157
00:00:00:00.167, 00:00:00:00.005, 17, 216, 1.2934132, M, 1.00e+00, 2, 0.02511612770301124, 9.50000000000000000e+01, , 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1011 0111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 167
00:00:00:00.173, 00:00:00:00.002, 17, 228, 1.3179190, M, 1.00e+00, 2, 0.02511612770301124, 9.60000000000000000e+01, , 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1011 1111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 173
00:00:00:00.192, 00:00:00:00.015, 17, 325, 1.6927084, R, 1.00e+00, 2, 0.00000000000000000, 9.70000000000000000e+01, , 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1011 1111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 192
00:00:00:00.199, 00:00:00:00.001, 17, 331, 1.6633166, R, 1.00e+00, 2, 0.00000000000000000, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111, Mon Apr 27 20:17:52 CST 2026, 199
00:00:00:00.235, 00:00:00:00.030, 17, 514, 2.1872339, M, 3.00e+00, 2, 0.02511612770301124, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:52 CST 2026, 235
00:00:00:00.238, 00:00:00:00.000, 17, 515, 2.1638656, R, 1.00e+00, 2, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:52 CST 2026, 238
00:00:00:00.243, 00:00:00:00.000, 17, 517, 2.1275721, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:52 CST 2026, 243
00:00:00:00.002, 00:00:00:00.000, 18, 1, 0.5000000, S, 0.00e+00, 0, 0.00000000000000000, 5.70000000000000000e+01, , 0100 1111 1100 1111 1111 1110 0001 0101 1101 1101 1000 1110 1011 0110 0101 0000 1111 1001 0000 0011 1100 0001 0111 1110 1100, Mon Apr 27 20:17:52 CST 2026, 2
00:00:00:00.007, 00:00:00:00.005, 18, 1, 0.1428571, R, 2.30e+01, 2, 0.00000000000000000, 6.20000000000000000e+01, , 0100 1111 1110 1111 0110 1111 0000 0101 1101 1000 1100 1110 1011 1100 1111 0100 1110 1011 1011 0011 1010 1001 0101 1110 1101, Mon Apr 27 20:17:52 CST 2026, 7
00:00:00:00.013, 00:00:00:00.001, 18, 3, 0.2307692, R, 1.10e+01, 3, 0.00000000000000000, 6.70000000000000000e+01, , 0100 1111 1110 1111 1110 1111 0001 0101 1101 1101 1100 1110 1011 0110 0101 1100 1111 1011 1011 0011 1010 1001 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 13
00:00:00:00.017, 00:00:00:00.000, 18, 7, 0.4117647, R, 1.30e+01, 5, 0.00000000000000000, 6.80000000000000000e+01, , 0100 1111 1110 1110 1100 1111 0010 0110 1101 1111 1101 1110 1001 1010 0101 1110 1111 1011 1111 0011 1010 1001 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 17
00:00:00:00.021, 00:00:00:00.000, 18, 9, 0.4285714, R, 6.00e+00, 2, 0.00000000000000000, 7.00000000000000000e+01, , 0100 1111 1110 1110 1100 1111 0010 0101 1101 1111 1101 1110 1011 0110 0111 1110 1111 1011 1111 0011 1010 1001 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 21
00:00:00:00.026, 00:00:00:00.001, 18, 11, 0.4230769, R, 1.00e+00, 2, 0.00000000000000000, 7.10000000000000000e+01, , 0100 1111 1111 1110 1100 1111 0010 0101 1101 1111 1101 1110 1011 0110 0111 1110 1111 1011 1111 0011 1010 1001 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 26
00:00:00:00.032, 00:00:00:00.001, 18, 13, 0.4062500, R, 1.00e+00, 3, 0.00000000000000000, 7.20000000000000000e+01, , 0100 1111 1111 1110 1100 1111 0010 0101 1101 1111 1101 1110 1111 0110 0111 1110 1111 1011 1111 0011 1010 1001 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 32
00:00:00:00.036, 00:00:00:00.000, 18, 17, 0.4722222, R, 5.00e+00, 2, 0.00000000000000000, 7.30000000000000000e+01, , 0100 1111 1111 1110 1100 1111 0010 0101 1101 1101 1101 1110 1111 0110 1111 1110 1101 1011 1111 0111 1010 1101 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 36
00:00:00:00.043, 00:00:00:00.001, 18, 29, 0.6744186, R, 8.00e+00, 3, 0.00000000000000000, 7.50000000000000000e+01, , 0100 1111 1111 1111 1110 1111 0010 0101 1101 1101 1111 1111 1111 0110 1111 1110 1111 1010 1111 0111 1010 1101 0111 1000 1101, Mon Apr 27 20:17:52 CST 2026, 43
00:00:00:00.047, 00:00:00:00.001, 18, 33, 0.7021276, R, 2.00e+01, 10, 0.00000000000000000, 7.70000000000000000e+01, , 1100 1111 1101 1100 1111 1011 0011 0111 0101 1101 1111 1111 1011 0111 1111 1010 1101 1011 1111 1111 0011 1111 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 47
00:00:00:00.051, 00:00:00:00.000, 18, 36, 0.7058824, M, 1.00e+00, 1, 0.01000000000000000, 7.80000000000000000e+01, , 1100 1111 1101 1101 1111 1011 0011 0111 0101 1101 1111 1111 1011 0111 1111 1010 1101 1011 1111 1111 0011 1111 0111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 51
00:00:00:00.058, 00:00:00:00.001, 18, 38, 0.6551724, M, 5.00e+00, 2, 0.02511612770301124, 7.90000000000000000e+01, , 1100 1111 1101 1101 1111 1011 0001 0111 0101 1111 1111 1111 1011 0111 1111 1010 1111 1011 1111 1111 0011 1111 1111 1110 1001, Mon Apr 27 20:17:52 CST 2026, 58
00:00:00:00.067, 00:00:00:00.001, 18, 39, 0.5820895, R, 1.00e+00, 3, 0.00000000000000000, 8.00000000000000000e+01, , 1100 1111 1101 1101 1111 1011 0001 0111 0101 1111 1111 1111 1011 0111 1111 1010 1111 1011 1111 1111 0011 1111 1111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 67
00:00:00:00.076, 00:00:00:00.004, 18, 53, 0.6973684, R, 1.00e+00, 2, 0.00000000000000000, 8.10000000000000000e+01, , 1100 1111 1101 1101 1111 1111 0001 0111 0101 1111 1111 1111 1011 0111 1111 1010 1111 1011 1111 1111 0011 1111 1111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 76
00:00:00:00.085, 00:00:00:00.001, 18, 55, 0.6470588, R, 1.00e+00, 3, 0.00000000000000000, 8.20000000000000000e+01, , 1110 1111 1101 1101 1111 1111 0001 0111 0101 1111 1111 1111 1011 0111 1111 1010 1111 1011 1111 1111 0011 1111 1111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 85
00:00:00:00.093, 00:00:00:00.002, 18, 65, 0.6989247, R, 1.00e+00, 3, 0.00000000000000000, 8.30000000000000000e+01, , 1110 1111 1101 1101 1111 1111 1001 0111 0101 1111 1111 1111 1011 0111 1111 1010 1111 1011 1111 1111 0011 1111 1111 1110 1101, Mon Apr 27 20:17:52 CST 2026, 93
00:00:00:00.102, 00:00:00:00.003, 18, 83, 0.8137255, R, 8.00e+00, 10, 0.00000000000000000, 8.50000000000000000e+01, , 1110 1111 1111 1111 1111 1111 1101 0111 0101 1111 1111 1111 1111 0011 1111 1110 1111 1010 1111 1111 0011 1111 1111 1110 0101, Mon Apr 27 20:17:53 CST 2026, 102
00:00:00:00.108, 00:00:00:00.000, 18, 86, 0.7962963, M, 2.00e+00, 1, 0.01000000000000000, 8.70000000000000000e+01, , 1110 1111 1111 1111 1111 1111 1101 0111 0101 1111 1111 1111 1111 0011 1111 1110 1111 1010 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 108
00:00:00:00.115, 00:00:00:00.003, 18, 103, 0.8956522, R, 5.00e+00, 3, 0.00000000000000000, 8.80000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1101 1111 1101 1111 1111 1111 1111 0011 1111 1110 1110 1010 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 115
00:00:00:00.120, 00:00:00:00.001, 18, 111, 0.9250000, R, 1.00e+00, 8, 0.00000000000000000, 8.90000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1101 1111 1101 1111 1111 1111 1111 0111 1111 1110 1110 1010 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 120
00:00:00:00.127, 00:00:00:00.001, 18, 117, 0.9212598, R, 1.00e+00, 5, 0.00000000000000000, 9.00000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1101 1111 1101 1111 1111 1111 1111 1111 1111 1110 1110 1010 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 127
00:00:00:00.133, 00:00:00:00.002, 18, 134, 1.0075188, M, 1.00e+00, 1, 0.01000000000000000, 9.10000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1101 1111 1101 1111 1111 1111 1111 1111 1111 1110 1110 1110 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 133
00:00:00:00.139, 00:00:00:00.003, 18, 153, 1.1007195, R, 3.00e+00, 2, 0.00000000000000000, 9.20000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1100 1110 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 139
00:00:00:00.147, 00:00:00:00.003, 18, 168, 1.1428572, M, 1.00e+00, 2, 0.02511612770301124, 9.30000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1100 1111 1111 1111 1011 1111 1111 1110 0111, Mon Apr 27 20:17:53 CST 2026, 147
00:00:00:00.152, 00:00:00:00.001, 18, 173, 1.1381578, R, 5.00e+00, 9, 0.00000000000000000, 9.40000000000000000e+01, , 1111 0011 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1111 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 152
00:00:00:00.159, 00:00:00:00.002, 18, 193, 1.2138364, R, 1.00e+00, 3, 0.00000000000000000, 9.50000000000000000e+01, , 1111 1011 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1111 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 159
00:00:00:00.166, 00:00:00:00.002, 18, 197, 1.1867470, R, 1.00e+00, 2, 0.00000000000000000, 9.60000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1101 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1111 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 166
00:00:00:00.178, 00:00:00:00.005, 18, 226, 1.2696630, M, 3.00e+00, 2, 0.02511612770301124, 9.70000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1110 1111 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 178
00:00:00:00.196, 00:00:00:00.014, 18, 328, 1.6734694, M, 1.00e+00, 2, 0.02511612770301124, 9.80000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1110 0111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 196
00:00:00:00.210, 00:00:00:00.011, 18, 391, 1.8619047, R, 1.00e+00, 3, 0.00000000000000000, 9.90000000000000000e+01, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 0111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 210
00:00:00:00.216, 00:00:00:00.003, 18, 409, 1.8935186, R, 1.00e+00, 2, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 216
00:00:00:00.220, 00:00:00:00.000, 18, 411, 1.8681818, L, 0.00e+00, 0, 0.00000000000000000, 1.00000000000000000e+02, , 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 220
00:00:00:00.001, 00:00:00:00.000, 19, 1, 1.0000000, S, 0.00e+00, 0, 0.00000000000000000, 6.60000000000000000e+01, , 1010 1011 0101 1011 1111 1110 1100 0111 1110 0111 0111 0110 1100 0110 0101 0100 1000 1111 1110 1011 0110 0011 1111 1110 1111, Mon Apr 27 20:17:53 CST 2026, 1
00:00:00:00.006, 00:00:00:00.005, 19, 4, 0.6666667, M, 3.50e+01, 5, 0.08485186069054183, 6.70000000000000000e+01, , 1100 0110 1101 0111 1111 0111 1111 0111 1010 1110 0111 1100 1011 0011 1001 1000 1011 1011 1111 1001 0110 1011 0111 1110 1001, Mon Apr 27 20:17:53 CST 2026, 6
00:00:00:00.010, 00:00:00:00.001, 19, 5, 0.5000000, R, 3.50e+01, 8, 0.00000000000000000, 6.80000000000000000e+01, , 1010 1011 0101 1011 1111 1110 1100 0111 1110 0111 0111 1111 1100 0110 1101 0100 1000 1111 1110 0011 0110 0111 0111 1110 1111, Mon Apr 27 20:17:53 CST 2026, 10
00:00:00:00.015, 00:00:00:00.000, 19, 6, 0.4000000, M, 1.90e+01, 3, 0.04304374044523712, 6.90000000000000000e+01, , 1111 1010 0101 0011 1111 0110 1110 0111 1110 0110 0111 1110 1101 0011 1001 0110 1011 1111 1111 1011 0110 0011 0111 1110 1011, Mon Apr 27 20:17:53 CST 2026, 15
00:00:00:00.022, 00:00:00:00.000, 19, 7, 0.3181818, R, 3.10e+01, 15, 0.00000000000000000, 7.00000000000000000e+01, , 1010 1111 0101 1010 0111 0110 1101 0110 1111 0111 0111 0101 1110 0110 0101 0000 1010 1111 1110 1111 0110 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 22
00:00:00:00.028, 00:00:00:00.000, 19, 9, 0.3214286, R, 1.40e+01, 2, 0.00000000000000000, 7.40000000000000000e+01, , 1110 1111 0101 1010 0111 0110 1101 0111 1110 0111 0111 0110 1100 0111 1101 1100 1011 1111 1110 1011 1010 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 28
00:00:00:00.035, 00:00:00:00.003, 19, 16, 0.4571429, M, 1.00e+00, 1, 0.01000000000000000, 7.50000000000000000e+01, , 1110 1111 0101 1011 0111 0110 1101 0111 1110 0111 0111 0110 1100 0111 1101 1100 1011 1111 1110 1011 1010 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 35
00:00:00:00.040, 00:00:00:00.001, 19, 23, 0.5750000, R, 9.00e+00, 14, 0.00000000000000000, 7.60000000000000000e+01, , 1100 1101 1101 1111 0111 0110 1101 0111 1110 0110 0111 0110 1100 0111 1101 1101 1011 1111 1111 1010 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 40
00:00:00:00.047, 00:00:00:00.000, 19, 25, 0.5319149, R, 7.00e+00, 3, 0.00000000000000000, 7.70000000000000000e+01, , 1110 1111 0101 1111 0111 0110 1101 0111 1110 0111 0111 0110 1100 0111 1101 1100 1011 1111 1110 1011 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 47
00:00:00:00.054, 00:00:00:00.001, 19, 27, 0.5000000, R, 7.00e+00, 8, 0.00000000000000000, 7.80000000000000000e+01, , 1110 1001 1101 1011 0111 0110 1101 0111 1111 0111 0111 0110 1100 0111 1101 1101 1011 1111 1111 1011 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 54
00:00:00:00.069, 00:00:00:00.000, 19, 29, 0.4202898, R, 1.00e+00, 3, 0.00000000000000000, 7.90000000000000000e+01, , 1110 1011 1101 1011 0111 0110 1101 0111 1111 0111 0111 0110 1100 0111 1101 1101 1011 1111 1111 1011 1011 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 69
00:00:00:00.075, 00:00:00:00.003, 19, 45, 0.6000000, R, 1.10e+01, 13, 0.00000000000000000, 8.00000000000000000e+01, , 1110 1011 1101 1111 0111 0110 1011 0111 1111 0111 1111 0110 1101 0111 1101 1001 1111 1011 1111 1011 1111 1101 1111 1011 1111, Mon Apr 27 20:17:53 CST 2026, 75
00:00:00:00.079, 00:00:00:00.000, 19, 49, 0.6202531, R, 5.00e+00, 4, 0.00000000000000000, 8.10000000000000000e+01, , 1110 1011 1101 1111 0111 0110 1011 0111 1111 0011 1111 0110 1101 0111 1101 1001 1011 1111 1111 1011 1111 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 79
00:00:00:00.084, 00:00:00:00.000, 19, 51, 0.6071429, R, 5.00e+00, 3, 0.00000000000000000, 8.20000000000000000e+01, , 1110 1011 1101 1111 1111 0110 1011 0111 1111 0111 1111 0110 1101 0111 1101 1001 1011 1011 1111 1111 1110 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 84
00:00:00:00.092, 00:00:00:00.003, 19, 70, 0.7608696, M, 3.00e+00, 2, 0.02511612770301124, 8.30000000000000000e+01, , 1110 1110 1101 1111 1111 0110 1111 0111 1111 0111 1111 0110 1101 0111 1101 1001 1011 1011 1111 1111 1110 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 92
00:00:00:00.097, 00:00:00:00.001, 19, 78, 0.8041237, M, 3.00e+00, 2, 0.02511612770301124, 8.40000000000000000e+01, , 1110 1110 1111 1111 1111 0110 1111 0111 1111 0111 1111 1110 1101 0111 1101 1000 1011 1011 1111 1111 1110 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 97
00:00:00:00.104, 00:00:00:00.002, 19, 80, 0.7692308, M, 1.00e+00, 1, 0.01000000000000000, 8.50000000000000000e+01, , 1110 1110 1111 1111 1111 0110 1111 0111 1111 1111 1111 1110 1101 0111 1101 1000 1011 1011 1111 1111 1110 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 104
00:00:00:00.108, 00:00:00:00.001, 19, 88, 0.8148148, M, 2.00e+00, 3, 0.04304374044523712, 8.70000000000000000e+01, , 1110 1110 1111 1111 1111 0110 1111 0111 1111 1111 1111 1110 1101 0111 1101 1110 1011 1011 1111 1111 1110 1111 1111 1111 1111, Mon Apr 27 20:17:53 CST 2026, 108
